opid,duration,upstreamdur,downstreamdur,totaljobdur,duedate,weight,release,earliest_start,workload,label
0.2,0.12650602409638556,0.1746987951807229,-0.09638554216867479,0.07831325301204817,-0.15662650602409633,0.0,-0.25903614457831325,-0.08433734939759036,0.0,1.0
-0.39999999999999997,-0.04819277108433734,-0.07831325301204817,0.20481927710843367,0.12650602409638556,0.1506024096385542,0.0,-0.012048192771084338,-0.09036144578313254,0.0,1.0
0.2,-0.060240963855421714,0.1746987951807229,-0.3614457831325302,-0.18674698795180722,-0.5843373493975903,0.0,-0.3433734939759036,-0.1686746987951807,0.0,1.0
-0.39999999999999997,0.060240963855421686,-0.13855421686746988,0.2650602409638554,0.12650602409638556,-0.1506024096385543,0.0,-0.3132530120481928,-0.45180722891566266,0.0,1.0
-0.2,-0.12650602409638556,-0.1746987951807229,0.09638554216867479,-0.07831325301204817,0.15662650602409633,0.0,0.25903614457831325,0.08433734939759036,0.0,0.0
-0.6,-0.1746987951807229,-0.25301204819277107,0.30120481927710846,0.048192771084337394,0.30722891566265054,0.0,0.2469879518072289,-0.006024096385542188,0.0,1.0
0.0,-0.18674698795180728,0.0,-0.2650602409638554,-0.2650602409638554,-0.42771084337349397,0.0,-0.08433734939759036,-0.08433734939759036,0.0,1.0
-0.6,-0.06626506024096386,-0.3132530120481928,0.3614457831325302,0.048192771084337394,0.0060240963855420215,0.0,-0.054216867469879526,-0.3674698795180723,0.0,1.0
0.39999999999999997,0.04819277108433734,0.07831325301204817,-0.20481927710843367,-0.12650602409638556,-0.1506024096385542,0.0,0.012048192771084338,0.09036144578313254,0.0,0.0
0.6,0.1746987951807229,0.25301204819277107,-0.30120481927710846,-0.048192771084337394,-0.30722891566265054,0.0,-0.2469879518072289,0.006024096385542188,0.0,0.0
0.6,-0.012048192771084376,0.25301204819277107,-0.5662650602409638,-0.3132530120481928,-0.7349397590361445,0.0,-0.3313253012048193,-0.07831325301204817,0.0,1.0
0.0,0.10843373493975902,-0.060240963855421714,0.060240963855421714,0.0,-0.3012048192771085,0.0,-0.30120481927710846,-0.3614457831325301,0.0,1.0
-0.2,0.060240963855421714,-0.1746987951807229,0.3614457831325302,0.18674698795180722,0.5843373493975903,0.0,0.3433734939759036,0.1686746987951807,0.0,0.0
0.0,0.18674698795180728,0.0,0.2650602409638554,0.2650602409638554,0.42771084337349397,0.0,0.08433734939759036,0.08433734939759036,0.0,0.0
