Slackness,BranGP,OptStart,OptStart_Pure
0.22495412291385716,0.24373753003933635,0.24103691375624572,0.23852132934141035
0.38403137155133077,0.38219667620504344,0.3827480928421081,0.5421556928700073
0.3025874409805479,0.8591363664641528,nan,0.9198300485799947
