BranGP,ClasGP,LR,SVM,MLP
0.573572632742594,0.605825578736164,0.630951504512442,0.632224427347386,0.633087943686422
0.101492252189618,0.103639822823526,0.092835442043628,0.08998128830878,0.099116823170414
nan,9E-22,6E-63,1E-66,2E-66
