MinDom,LowMin,BranGP,ClasGP,OptStart
-0.08552901332112824,0.2617405991111889,0.5167746875195813,0.5452833237325857,0.5978249699291768
0.369954733830713,0.3840125271192748,0.31241945281129196,0.31775801342474724,0.2925516946751138
2.356084055401959e-136,2.912362124786496e-45,nan,0.008069003678776592,5.2166378684415e-12
