BranGP,ClasGP,LR,SVM,MLP
0.28206165518833787,0.284653501782812,0.25550353971976225,0.2551856930151779,0.2522169597920777
0.03311094019040699,0.034036133427551504,0.03301477641864062,0.03277122507585703,0.03392216898646138
nan,0.00012761743830579404,2.790450967415781e-129,1.547514927133871e-136,3.2763487502049686e-151
