BranGP,ClasGP,LR,SVM,MLP
0.371203925293649,0.366946913823438,0.401067358358063,0.402454731189625,0.391452924795706
0.075595587828946,0.075808539004785,0.077737133580998,0.075174372940102,0.076869762850932
nan,2E-02,6E-30,5E-32,1E-14
