MinDom,LowMin,BranGP,ClasGP,OptStart
0.23390581845207992,0.2789525766571951,0.5061738111136401,0.4976004821787033,0.5636042048104581
0.3611662857209837,0.34708022203338695,0.3079043893680973,0.3196435633605914,0.3183743714336781
1.810794693573724e-48,4.5111630021833406e-42,nan,0.4403140365905308,3.010836631184609e-06
