1.935312747955322266e-01,7.775855064392089844e-02
3.462274789810180664e+00,2.068455696105957031e+00
2.867631912231445312e-01,1.120238304138183594e-01
7.215731143951416016e-01,3.755397796630859375e-01
4.246752262115478516e-01,2.171530723571777344e-01
8.223052978515625000e+00,1.288371419906616211e+01
4.406588077545166016e-01,1.999912261962890625e-01
8.356888294219970703e-01,7.369630336761474609e-01
7.716860771179199219e-01,1.990780830383300781e-01
8.753433227539062500e-01,8.308384418487548828e-01
4.070718288421630859e-01,3.216171264648437500e-02
4.761152267456054688e-01,1.738340854644775391e-01
8.839004039764404297e-01,3.342857360839843750e-01
1.053767204284667969e-01,9.433984756469726562e-02
3.318893909454345703e+00,3.133016824722290039e+00
6.981933116912841797e-01,2.711112499237060547e-01
1.460044384002685547e+00,1.060972690582275391e+00
3.309459686279296875e-01,2.503402233123779297e-01
9.281365871429443359e-01,3.731889724731445312e-01
1.585182428359985352e+00,1.056924104690551758e+00
3.867504596710205078e-01,3.260784149169921875e-01
3.321497440338134766e-01,8.071446418762207031e-02
2.151698827743530273e+00,1.431935310363769531e+00
9.307003021240234375e-01,9.821484088897705078e-01
1.030010938644409180e+00,8.497483730316162109e-01
5.055618286132812500e-01,7.034373283386230469e-02
6.456847190856933594e-01,1.923179626464843750e-01
5.040044784545898438e-01,1.336443424224853516e-01
8.090255260467529297e-01,2.699980735778808594e-01
4.151411056518554688e-01,1.527140140533447266e-01
4.121887683868408203e-01,1.765599250793457031e-01
4.814703464508056641e-01,4.736125469207763672e-01
6.154816150665283203e-01,2.739157676696777344e-01
1.584221601486206055e+00,3.661620616912841797e-01
2.762799263000488281e-01,1.961412429809570312e-01
9.189939498901367188e-02,6.990218162536621094e-02
4.632961988449096680e+00,2.597579240798950195e+00
1.143946647644042969e-01,2.684211730957031250e-02
2.838891029357910156e+00,3.414458990097045898e+00
4.485621452331542969e-01,2.220201492309570312e-01
2.313961267471313477e+00,1.274769783020019531e+00
1.121430397033691406e+00,4.830675125122070312e-01
5.312511920928955078e-01,2.222509384155273438e-01
6.339290142059326172e-01,4.044022560119628906e-01
6.964874267578125000e-01,2.297537326812744141e-01
4.048757553100585938e-01,3.551969528198242188e-01
5.241880416870117188e-01,2.985384464263916016e-01
1.045707941055297852e+00,4.823570251464843750e-01
3.946433067321777344e-01,6.788372993469238281e-02
3.102951049804687500e-01,2.677993774414062500e-01
2.751164436340332031e-01,1.839740276336669922e-01
4.728617668151855469e-01,5.886018276214599609e-01
2.405562400817871094e-01,8.399987220764160156e-02
7.551629543304443359e-01,3.386604785919189453e-01
9.735894203186035156e-01,3.489725589752197266e-01
1.134764671325683594e+00,7.371315956115722656e-01
3.522729873657226562e-01,4.558682441711425781e-02
2.560703754425048828e-01,1.973855495452880859e-01
2.422873973846435547e-01,2.677421569824218750e-01
4.534261226654052734e-01,6.431818008422851562e-02
3.309478759765625000e-01,2.623744010925292969e-01
1.974022150039672852e+00,1.615353822708129883e+00
4.566171169281005859e-01,2.855122089385986328e-01
4.902975559234619141e-01,4.331898689270019531e-01
4.986181259155273438e-01,3.311231136322021484e-01
2.009742259979248047e-01,4.963898658752441406e-02
9.436063766479492188e-01,9.059677124023437500e-01
3.423492908477783203e-01,6.824779510498046875e-02
2.043426036834716797e-01,1.342620849609375000e-01
1.965816020965576172e-01,2.182233333587646484e-01
2.921292781829833984e-01,1.154508590698242188e-01
6.069254875183105469e-01,3.570728302001953125e-01
8.105230331420898438e-01,4.901654720306396484e-01
2.195774078369140625e+00,2.151850938796997070e+00
5.442905426025390625e-01,1.619853973388671875e-01
1.712946653366088867e+00,9.236719608306884766e-01
3.957252502441406250e-01,2.589154243469238281e-01
7.602441310882568359e-01,2.522146701812744141e-01
2.616071701049804688e-01,6.179618835449218750e-02
2.300076484680175781e-01,7.235908508300781250e-02
5.777108669281005859e-01,2.120194435119628906e-01
7.418487071990966797e-01,3.279352188110351562e-01
5.641667842864990234e-01,2.034227848052978516e-01
1.174033403396606445e+00,1.130390882492065430e+00
4.160530567169189453e-01,2.336423397064208984e-01
4.183533191680908203e-01,2.170467376708984375e-01
1.692130565643310547e-01,2.516977787017822266e-01
4.812309741973876953e-01,2.268545627593994141e-01
6.861312389373779297e-01,1.797132492065429688e-01
2.782676219940185547e-01,1.154744625091552734e-01
8.548252582550048828e-01,2.891037464141845703e-01
2.798249721527099609e-01,1.245317459106445312e-01
5.082170963287353516e-01,3.039109706878662109e-01
3.723394870758056641e-01,2.946422100067138672e-01
4.646766185760498047e-01,3.119094371795654297e-01
6.656398773193359375e-01,1.262392997741699219e-01
6.025142669677734375e-01,3.001320362091064453e-01
3.482606410980224609e-01,1.520316600799560547e-01
6.052176952362060547e-01,3.034210205078125000e-01
5.922970771789550781e-01,9.858345985412597656e-02
