1.022101163864135742e+00,7.668998241424560547e-01
4.456757783889770508e+00,1.913652658462524414e+00
1.212108850479125977e+00,8.614637851715087891e-01
2.099423408508300781e-01,3.408956527709960938e-02
5.192244052886962891e-01,2.461180686950683594e-01
1.491697311401367188e+00,7.786636352539062500e-01
5.155091285705566406e-01,3.421800136566162109e-01
9.613204002380371094e-01,1.040045022964477539e+00
6.561293601989746094e-01,1.862578392028808594e-01
6.383650302886962891e-01,3.827691078186035156e-01
3.328342437744140625e-01,1.337907314300537109e-01
7.781181335449218750e-01,3.992762565612792969e-01
8.033149242401123047e-01,1.205270290374755859e-01
4.311208724975585938e-01,2.975914478302001953e-01
2.491268873214721680e+00,1.257904529571533203e+00
1.089270353317260742e+00,9.731113910675048828e-01
9.930062294006347656e-01,3.328902721405029297e-01
1.161098957061767578e+00,3.419623374938964844e-01
5.885863304138183594e-01,2.021794319152832031e-01
1.411223888397216797e+00,1.436524391174316406e+00
2.216127157211303711e+00,9.249050617218017578e-01
1.208831787109375000e+00,1.133673906326293945e+00
3.304021596908569336e+00,1.298701524734497070e+00
1.249726295471191406e+00,8.527016639709472656e-01
1.958825349807739258e+00,1.590641260147094727e+00
1.685350418090820312e+00,8.066201210021972656e-01
9.272541999816894531e-01,3.908400535583496094e-01
6.165750026702880859e-01,2.144324779510498047e-01
1.418649435043334961e+00,3.479418754577636719e-01
7.356939315795898438e-01,4.800214767456054688e-01
4.848737716674804688e-01,3.227522373199462891e-01
1.398942947387695312e+00,3.940310478210449219e-01
8.103985786437988281e-01,1.416821479797363281e-01
5.263152122497558594e-01,3.450977802276611328e-01
3.692858219146728516e-01,1.057000160217285156e-01
4.423096179962158203e-01,3.196794986724853516e-01
8.257339000701904297e-01,2.939691543579101562e-01
2.539042949676513672e+00,8.549711704254150391e-01
5.737915515899658203e+00,1.390768766403198242e+00
8.773117065429687500e-01,2.416260242462158203e-01
2.391068458557128906e+00,1.189244270324707031e+00
3.581814765930175781e-01,1.600394248962402344e-01
5.085494518280029297e-01,1.142363548278808594e-01
5.465285778045654297e-01,3.865807056427001953e-01
7.704515457153320312e-01,3.947916030883789062e-01
7.150223255157470703e-01,5.551443099975585938e-01
1.334658622741699219e+00,3.794465065002441406e-01
1.154238462448120117e+00,2.125589847564697266e-01
9.165780544281005859e-01,6.305577754974365234e-01
3.862991333007812500e-01,2.454869747161865234e-01
6.002609729766845703e-01,3.783383369445800781e-01
6.905817985534667969e-01,2.590117454528808594e-01
9.983372688293457031e-01,1.207379341125488281e+00
2.813565492630004883e+00,2.436873197555541992e+00
3.042592287063598633e+00,5.043086528778076172e+00
8.156158924102783203e-01,8.064537048339843750e-01
5.259010791778564453e-01,2.613153457641601562e-01
5.217413902282714844e-01,4.215338230133056641e-01
4.820470809936523438e-01,3.558049201965332031e-01
4.206070899963378906e-01,1.862483024597167969e-01
4.641876220703125000e-01,4.623947143554687500e-01
2.314793586730957031e+00,1.242243051528930664e+00
5.479652881622314453e-01,3.720963001251220703e-01
3.331477642059326172e-01,1.898162364959716797e-01
4.541199207305908203e-01,1.164948940277099609e-01
4.168617725372314453e-01,1.310257911682128906e-01
1.087493419647216797e+00,1.043706417083740234e+00
3.148252964019775391e-01,4.917120933532714844e-02
3.959932327270507812e-01,1.596996784210205078e-01
7.199752330780029297e-01,4.815618991851806641e-01
3.311514854431152344e-01,1.753842830657958984e-01
1.238064050674438477e+00,3.821353912353515625e-01
3.754234313964843750e-01,1.502156257629394531e-01
2.345452785491943359e+00,1.194962501525878906e+00
6.580696105957031250e-01,1.874992847442626953e-01
3.779549598693847656e-01,4.893565177917480469e-02
4.051139354705810547e-01,7.124042510986328125e-02
1.578208923339843750e+00,1.656102895736694336e+00
7.519674301147460938e-01,1.506707668304443359e-01
1.700665235519409180e+00,1.419682979583740234e+00
5.446221828460693359e-01,1.556663513183593750e-01
8.738753795623779297e-01,1.088082075119018555e+00
3.472511768341064453e-01,1.822745800018310547e-01
1.269997119903564453e+00,1.225705862045288086e+00
2.308204174041748047e-01,7.928276062011718750e-02
5.333638191223144531e-01,5.685210227966308594e-02
9.420628547668457031e-01,1.470014572143554688e+00
1.007449388504028320e+00,4.956328868865966797e-01
9.086289405822753906e-01,2.597486972808837891e-01
2.121753692626953125e-01,8.945918083190917969e-02
9.050841331481933594e-01,3.426988124847412109e-01
4.328100681304931641e-01,2.578148841857910156e-01
6.098184585571289062e-01,2.948582172393798828e-01
5.268025398254394531e-01,1.251230239868164062e-01
3.325839042663574219e-01,1.823081970214843750e-01
6.095917224884033203e-01,9.354877471923828125e-02
5.900564193725585938e-01,4.048142433166503906e-01
5.907793045043945312e-01,2.796077728271484375e-01
2.867014408111572266e-01,1.517567634582519531e-01
3.975574970245361328e-01,1.628715991973876953e-01
