opid,duration,upstreamdur,downstreamdur,totaljobdur,duedate,weight,release,earliest_start,workload,label
-0.3333333333333333,-0.1569767441860465,-0.2906976744186046,0.04651162790697677,-0.2441860465116279,-0.33139534883720934,0.0,-0.011627906976744186,-0.3023255813953489,0.0,1.0
-0.3333333333333333,-0.04651162790697673,-0.19767441860465113,0.07558139534883723,-0.12209302325581395,-0.4534883720930233,0.0,-0.2965116279069767,-0.49418604651162795,0.0,1.0
0.0,0.03488372093023256,-0.13372093023255816,-0.25581395348837205,-0.38953488372093026,-0.8197674418604651,0.0,-0.313953488372093,-0.44767441860465124,0.0,1.0
-0.3333333333333333,0.040697674418604654,-0.38372093023255816,0.01744186046511631,-0.36627906976744184,-0.5348837209302325,0.0,-0.05813953488372093,-0.44186046511627913,0.0,1.0
-0.5,-0.0058139534883720895,-0.5697674418604651,0.2616279069767442,-0.3081395348837209,-0.6220930232558141,0.0,-0.22093023255813954,-0.7906976744186047,0.0,1.0
0.3333333333333333,0.1569767441860465,0.2906976744186046,-0.04651162790697677,0.2441860465116279,0.33139534883720934,0.0,0.011627906976744186,0.3023255813953489,0.0,0.0
0.0,0.11046511627906977,0.09302325581395349,0.02906976744186046,0.12209302325581395,-0.12209302325581395,0.0,-0.28488372093023256,-0.19186046511627908,0.0,1.0
0.3333333333333333,0.19186046511627905,0.15697674418604646,-0.3023255813953488,-0.14534883720930236,-0.4883720930232558,0.0,-0.3023255813953489,-0.14534883720930236,0.0,1.0
0.0,0.19767441860465115,-0.09302325581395354,-0.02906976744186046,-0.12209302325581395,-0.20348837209302317,0.0,-0.046511627906976744,-0.13953488372093026,0.0,1.0
-0.16666666666666674,0.1511627906976744,-0.2790697674418605,0.21511627906976744,-0.06395348837209303,-0.2906976744186047,0.0,-0.20930232558139533,-0.4883720930232559,0.0,1.0
0.3333333333333333,0.04651162790697673,0.19767441860465113,-0.07558139534883723,0.12209302325581395,0.4534883720930233,0.0,0.2965116279069767,0.49418604651162795,0.0,0.0
0.0,-0.11046511627906977,-0.09302325581395349,-0.02906976744186046,-0.12209302325581395,0.12209302325581395,0.0,0.28488372093023256,0.19186046511627908,0.0,0.0
